"root","k","band","br","F","st","lat","E","D","P"
"pionir","拓","basic","0","7","8","6","0.75","8","-1.504"
"pipr","椒","basic","0","12","12","4","0.333","12","-1.465"
"planed","星","basic","0","8","9","6","0.667","9","-1.497"
"plast","塑","basic","0","14","13","5","0.385","13","-1.524"
"popular","众","basic","0","11","6","7","1.167","6","-2.235"
"porci","份","basic","0","7","6","5","0.833","6","-1.729"
"portret","肖","basic","0","4","7","7","1","7","-1.209"
"princ","侯","basic","0","17","9","5","0.556","9","-2.157"
"princip","则","basic","0","8","6","7","1.167","6","-1.947"
"profesor","授","basic","0","9","11","8","0.727","11","-1.421"
"program","程","basic","0","37","12","7","0.583","12","-2.612"
"projekt","案","basic","0","10","10","7","0.7","10","-1.608"
"pronom","代","basic","0","6","5","6","1.2","5","-1.806"
"prosper","荣","basic","0","12","9","7","0.778","9","-1.898"
"proverb","谚","basic","0","5","11","7","0.636","11","-0.883"
"provinc","省","basic","0","6","9","7","0.778","9","-1.279"
"psikologi","心","basic","0","0","4","9","2.25","4","-0.275"
"rafan","萝卜","basic","0","3","13","5","0.385","13","-0.202"
"ran","蛙","basic","0","8","12","3","0.25","12","-1.072"
"real","实","basic","0","34","8","4","0.5","8","-2.905"
"recenz","评","basic","0","5","7","6","0.857","7","-1.349"
"redukt","减","basic","0","14","11","6","0.545","11","-1.772"
"reĝim","制","basic","0","14","8","5","0.625","8","-2.096"
"relativ","相","basic","0","20","9","7","0.778","9","-2.378"
"ren","肾","basic","0","10","8","3","0.375","8","-1.71"
"rendevu","约","basic","0","3","6","7","1.167","6","-1.136"
"revizi","审","basic","0","6","8","6","0.75","8","-1.371"
"rezon","推","basic","0","10","11","5","0.455","11","-1.434"
"rigid","硬","basic","0","14","12","5","0.417","12","-1.633"
"rim","韵","basic","0","15","13","3","0.231","13","-1.542"
"rimen","带","basic","0","14","9","5","0.556","9","-1.975"
"ruband","带","basic","0","13","9","6","0.667","9","-1.939"
"ruin","废","basic","0","13","8","4","0.5","8","-1.989"
"sag","矢","basic","0","17","5","3","0.6","5","-2.57"
"salik","柳","basic","0","6","9","5","0.556","9","-1.213"
"ŝancel","摇","basic","0","9","13","6","0.462","13","-1.141"
"sandviĉ","夹","basic","0","7","6","7","1.167","6","-1.83"
"ŝaŭm","沫","basic","0","22","8","4","0.5","8","-2.485"
"sekci","科","basic","0","4","9","5","0.556","9","-0.876"
"sekur","安","basic","0","31","6","5","0.833","6","-3.116"
"sindikat","盟","basic","0","12","13","8","0.615","13","-1.449"
"ŝink","火腿","basic","0","7","17","4","0.235","17","-0.45"
"ski","滑","basic","0","12","12","3","0.25","12","-1.44"
"social","社","basic","0","21","7","6","0.857","7","-2.648"
"solen","庄","basic","0","16","6","5","0.833","6","-2.483"
"solidar","团","basic","0","4","6","7","1.167","6","-1.36"
"sorb","吸","basic","0","30","6","4","0.667","6","-3.034"
"specimen","样","basic","0","5","10","8","0.8","10","-1.032"
"spik","穗","basic","0","7","17","4","0.235","17","-0.45"
"ŝpruc","喷","basic","0","27","12","5","0.417","12","-2.257"
"spur","迹","basic","0","12","9","4","0.444","9","-1.798"
"stadi","阶","basic","0","3","6","5","0.833","6","-1.036"
"stan","锡","basic","0","11","13","4","0.308","13","-1.277"
"statu","像","basic","0","5","13","5","0.385","13","-0.607"
"statur","材","basic","0","7","7","6","0.857","7","-1.637"
"subjekt","主","basic","0","7","5","7","1.4","5","-1.999"
"substantiv","名","basic","0","5","6","10","1.667","6","-1.692"
"subtrah","减","basic","0","3","11","7","0.636","11","-0.477"
"suĉ","吸","basic","0","36","6","3","0.5","6","-3.161"
"sulk","沟","basic","0","18","7","4","0.571","7","-2.416"
"surtut","袍","basic","0","3","10","6","0.6","10","-0.566"
"tajp","打","basic","0","13","5","4","0.8","5","-2.379"
"tali","腰","basic","0","9","13","4","0.308","13","-1.095"
"tarif","价","basic","0","14","6","5","0.833","6","-2.358"
"teknik","技","basic","0","26","7","6","0.857","7","-2.853"
"tekst","文","basic","0","27","4","5","1.25","4","-3.307"
"tendenc","趋","basic","0","3","12","7","0.583","12","-0.361"
"teritori","领","basic","0","13","11","8","0.727","11","-1.757"
"termometr","计","basic","0","0","4","9","2.25","4","-0.275"
"testud","龟","basic","0","8","7","6","0.857","7","-1.754"
"tig","茎","basic","0","17","8","3","0.375","8","-2.203"
"tigr","虎","basic","0","4","8","4","0.5","8","-0.959"
"tikl","痒","basic","0","7","11","4","0.364","11","-1.089"
"tomat","茄","basic","0","3","8","5","0.625","8","-0.774"
"tradici","统","basic","0","6","9","7","0.778","9","-1.279"
"tragedi","悲","basic","0","4","12","7","0.583","12","-0.584"
"trejn","训","basic","0","11","5","5","1","5","-2.285"
"trik","织","basic","0","14","8","4","0.5","8","-2.058"
"trup","团","basic","0","20","6","4","0.667","6","-2.645"
"tuber","隆","basic","0","13","11","5","0.455","11","-1.676"
"tumult","闹","basic","0","9","8","6","0.75","8","-1.728"
"tun","吨","basic","0","6","7","3","0.429","7","-1.375"
"tunel","隧","basic","0","10","14","5","0.357","14","-1.105"
"turism","游","basic","0","18","12","6","0.5","12","-1.894"
"turist","旅","basic","0","1","10","6","0.6","10","0.127"
"uniform","制服","basic","0","6","16","7","0.438","16","-0.477"
"unik","独","basic","0","7","9","4","0.444","9","-1.313"
"vag","荡","basic","0","26","9","3","0.333","9","-2.496"
"valid","效","basic","0","13","10","5","0.5","10","-1.789"
"vart","养","basic","0","12","9","4","0.444","9","-1.798"
"vegetal","植","basic","0","5","12","7","0.583","12","-0.767"
"vegetar","素","basic","0","4","10","7","0.7","10","-0.819"
"venĝ","仇","basic","0","11","4","4","1","4","-2.385"
"vet","赌","basic","0","17","12","3","0.25","12","-1.765"
"viktim","牺","basic","0","4","10","6","0.6","10","-0.789"
"vip","鞭","basic","0","10","18","3","0.167","18","-0.648"
"virg","贞","basic","0","10","6","4","0.667","6","-1.998"
"volum","册","basic","0","3","5","5","1","5","-1.186"
"volumen","积","basic","0","3","10","7","0.7","10","-0.596"
"vom","吐","basic","0","16","6","3","0.5","6","-2.383"
"zink","锌","basic","0","10","12","4","0.333","12","-1.298"
"zoologi","兽","basic","0","0","11","7","0.636","11","0.909"
"zum","嗡","basic","0","9","13","3","0.231","13","-1.072"
"abrikot","杏","basic","0","5","7","7","1","7","-1.392"
"abrupt","陡","basic","0","4","9","6","0.667","9","-0.91"
"abstin","戒","basic","0","8","7","6","0.857","7","-1.754"
"agent","代","basic","0","15","5","5","1","5","-2.573"
"agit","搅","basic","0","9","12","4","0.333","12","-1.202"
"akci","股","basic","0","7","8","4","0.5","8","-1.429"
"akn","痘","basic","0","2","12","3","0.25","12","0.026"
"akrid","蝗","basic","0","3","15","5","0.333","15","0.014"
"aks","轴","basic","0","18","9","3","0.333","9","-2.144"
"alaŭd","雀","basic","0","6","11","5","0.455","11","-0.982"
"ale","林","basic","0","1","8","3","0.375","8","-0.006"
"alg","藻","basic","0","14","19","3","0.158","19","-0.855"
"alumini","铝","basic","0","5","11","7","0.636","11","-0.883"
"ambasad","使","basic","0","3","8","7","0.875","8","-0.849"
"ampol","泡","basic","0","4","8","5","0.625","8","-0.997"
"anser","鹅","basic","0","13","12","5","0.417","12","-1.564"
"apertur","孔","basic","0","5","4","7","1.75","4","-1.917"
"apostol","使","basic","0","2","8","7","0.875","8","-0.561"
"apr","猪","basic","0","3","11","3","0.273","11","-0.368"
"arteri","脉","basic","0","6","9","6","0.667","9","-1.246"
"artik","节","basic","0","19","5","5","1","5","-2.796"
"asemble","会","basic","0","5","6","7","1.167","6","-1.542"
"asist","辅","basic","0","7","11","5","0.455","11","-1.116"
"avantaĝ","优","basic","0","6","6","7","1.167","6","-1.696"
"aven","燕麦","basic","0","3","23","4","0.174","23","0.862"
"bacil","菌","basic","0","7","11","5","0.455","11","-1.116"
"bakteri","菌","basic","0","36","11","7","0.636","11","-2.702"
"bant","结","basic","0","3","9","4","0.444","9","-0.619"
"bapt","洗","basic","0","22","9","4","0.444","9","-2.369"
"barbir","剃","basic","0","3","9","6","0.667","9","-0.686"
"bark","舶","basic","0","3","11","4","0.364","11","-0.395"
"bask","衣边","basic","0","1","11","4","0.364","11","0.298"
"bet","甜菜","basic","0","5","22","3","0.136","22","0.367"
"bifstek","牛排","basic","0","2","15","7","0.467","15","0.261"
"blasfem","辱","basic","0","5","10","7","0.7","10","-1.002"
"bonvol","愿","basic","0","0","14","6","0.429","14","1.271"
"bors","市","basic","0","13","5","4","0.8","5","-2.379"
"bovl","碗","basic","0","4","13","4","0.308","13","-0.402"
"bracelet","环","basic","0","2","8","8","1","8","-0.599"
"brand","酒","basic","0","11","10","5","0.5","10","-1.635"
"brid","勒","basic","0","13","11","4","0.364","11","-1.648"
"brokant","贩","basic","0","9","8","7","0.875","8","-1.765"
"brut","畜","basic","0","17","10","4","0.4","10","-2.01"
"buĉ","屠","basic","0","13","11","3","0.273","11","-1.621"
"budĝet","算","basic","0","1","14","6","0.429","14","0.578"
"buk","扣","basic","0","5","6","3","0.5","6","-1.342"
"buked","束","basic","0","4","7","5","0.714","7","-1.124"
"bulb","球","basic","0","14","11","4","0.364","11","-1.717"
"centimetr","厘","basic","0","0","9","9","1","9","0.6"
"ĉerk","棺","basic","0","8","12","4","0.333","12","-1.097"
"ĉif","皱","basic","0","5","10","3","0.3","10","-0.882"
"cikad","蝉","basic","0","5","14","5","0.357","14","-0.499"
"cikatr","疤","basic","0","4","9","6","0.667","9","-0.91"
"cinam","桂","basic","0","5","10","5","0.5","10","-0.942"
"cir","膏","basic","0","4","14","3","0.214","14","-0.274"
"cirkel","规","basic","0","7","8","6","0.75","8","-1.504"
"cirkvit","路","basic","0","16","13","7","0.538","13","-1.695"
"daktil","枣","basic","0","8","8","6","0.75","8","-1.622"
"dand","俏","basic","0","8","9","4","0.444","9","-1.43"
"debet","欠","basic","0","5","4","5","1.25","4","-1.767"
"delir","狂","basic","0","6","7","5","0.714","7","-1.46"
"denunc","揭","basic","0","5","12","6","0.5","12","-0.742"
"diant","石","basic","0","5","5","5","1","5","-1.592"
"diet","节","basic","0","10","5","4","0.8","5","-2.138"
"dikt","述","basic","0","4","8","4","0.5","8","-0.959"
"dorlot","宠","basic","0","8","8","6","0.75","8","-1.622"
"dot","嫁妆","basic","0","10","19","3","0.158","19","-0.545"
"dres","驯","basic","0","5","6","4","0.667","6","-1.392"
"efekt","效","basic","0","22","10","5","0.5","10","-2.285"
"egoist","己","basic","0","0","3","6","2","3","-0.3"
"eksped","送","basic","0","6","9","6","0.667","9","-1.246"
"ekvator","赤","basic","0","2","7","7","1","7","-0.699"
"ekzekut","执","basic","0","5","6","7","1.167","6","-1.542"
"elast","弹","basic","0","19","11","5","0.455","11","-2.032"
"elektronik","电","basic","0","7","5","10","2","5","-2.179"
"epidemi","疫","basic","0","6","9","7","0.778","9","-1.279"
"eskap","逃","basic","0","7","9","5","0.556","9","-1.346"
"etap","段","basic","0","2","9","4","0.444","9","-0.332"
"fikci","虚","basic","0","10","11","5","0.455","11","-1.434"
"flik","补","basic","0","14","7","4","0.571","7","-2.179"
"flustr","悄","basic","0","4","10","6","0.6","10","-0.789"
"formul","式","basic","0","6","6","6","1","6","-1.646"
"fripon","骗","basic","0","7","12","6","0.5","12","-1.029"
"front","前","basic","0","27","9","5","0.556","9","-2.599"
"fuĝ","逃","basic","0","6","9","3","0.333","9","-1.146"
"fung","菌","basic","0","42","11","4","0.364","11","-2.77"
"furioz","狂","basic","0","9","7","6","0.857","7","-1.86"
"ĝemel","双胎","basic","0","16","13","5","0.385","13","-1.649"
"generaci","代","basic","0","7","5","8","1.6","5","-2.059"
"gent","族","basic","0","15","11","4","0.364","11","-1.782"
"geografi","地","basic","0","0","6","8","1.333","6","0.2"
"ĝerm","芽","basic","0","11","7","4","0.571","7","-1.956"
"glav","剑","basic","0","14","9","4","0.444","9","-1.941"
"gram","克","basic","0","54","7","4","0.571","7","-3.479"
"gramatik","语法","basic","0","13","17","8","0.471","17","-1.08"
"grandioz","宏","basic","0","5","7","8","1.143","7","-1.435"
"grat","抓","basic","0","12","7","4","0.571","7","-2.036"
"graved","孕","basic","0","9","5","6","1.2","5","-2.163"
"gru","鹤","basic","0","13","15","3","0.2","15","-1.199"
"grumbl","怨","basic","0","5","9","6","0.667","9","-1.092"
"hal","厅","basic","0","5","4","3","0.75","4","-1.617"
"harmoni","谐","basic","0","8","11","7","0.636","11","-1.288"
"hazard","偶","basic","0","8","11","6","0.545","11","-1.261"
"helikopter","直升机","basic","0","1","18","10","0.556","18","0.94"
"hepat","肝","basic","0","18","7","5","0.714","7","-2.459"
"herold","告","basic","0","2","7","6","0.857","7","-0.656"
"higien","卫","basic","0","6","3","6","2","3","-2.246"
"himn","颂","basic","0","5","10","4","0.4","10","-0.912"
"ĥor","唱","basic","0","14","11","3","0.273","11","-1.69"
"horde","麦","basic","0","5","7","5","0.714","7","-1.306"
"horizont","界","basic","0","4","9","8","0.889","9","-0.976"
"human","仁","basic","0","7","4","5","1.25","4","-2.054"
"ignor","忽","basic","0","6","8","5","0.625","8","-1.333"
"implik","缠","basic","0","11","13","6","0.462","13","-1.324"
"imun","免","basic","0","30","7","4","0.571","7","-2.905"
"incit","惹","basic","0","9","12","5","0.417","12","-1.228"
"indign","愤","basic","0","9","12","6","0.5","12","-1.253"
"indik","指","basic","0","21","9","5","0.556","9","-2.358"
"individu","个","basic","0","11","3","8","2.667","3","-2.985"
"indulg","饶","basic","0","10","9","6","0.667","9","-1.698"
"infekt","染","basic","0","17","9","6","0.667","9","-2.19"
"infer","狱","basic","0","8","9","5","0.556","9","-1.464"
"iniciat","创","basic","0","9","6","7","1.167","6","-2.053"
"injekt","注","basic","0","7","8","6","0.75","8","-1.504"
"insign","徽","basic","0","2","17","6","0.353","17","0.495"
"inspir","启","basic","0","6","7","6","0.857","7","-1.503"
"interpret","译","basic","0","12","7","9","1.286","7","-2.251"
"intest","肠","basic","0","10","7","6","0.857","7","-1.955"
"intim","亲","basic","0","12","9","5","0.556","9","-1.832"
"inund","淹","basic","0","3","11","5","0.455","11","-0.423"
"invent","创","basic","0","8","6","6","1","6","-1.897"
"ironi","反","basic","0","7","4","5","1.25","4","-2.054"
"izol","隔","basic","0","38","12","4","0.333","12","-2.563"
"jubile","庆典","basic","0","6","14","6","0.429","14","-0.675"
"kaban","庐","basic","0","8","7","5","0.714","7","-1.711"
"kaĉ","粥","basic","0","14","12","3","0.25","12","-1.583"
"kaduk","朽","basic","0","16","6","5","0.833","6","-2.483"
"kaĝ","笼","basic","0","5","11","3","0.273","11","-0.774"
"kaldron","锅","basic","0","11","12","7","0.583","12","-1.46"
"kalumni","谤","basic","0","8","12","7","0.583","12","-1.172"
"kanal","渠","basic","0","23","11","5","0.455","11","-2.215"
"kandidat","候","basic","0","11","10","8","0.8","10","-1.725"
"karn","肉","basic","0","27","6","4","0.667","6","-2.932"
"karton","板","basic","0","13","8","6","0.75","8","-2.064"
"kaŝtan","栗","basic","0","12","10","6","0.6","10","-1.745"
"katalog","录","basic","0","4","8","7","0.875","8","-1.072"
"kategori","类","basic","0","6","9","8","0.889","9","-1.313"
"kaz","例","basic","0","6","8","3","0.375","8","-1.258"
"kern","核","basic","0","29","10","4","0.4","10","-2.521"
"kirurgi","外科","basic","0","6","14","7","0.5","14","-0.696"
"klimat","气候","basic","0","33","14","6","0.429","14","-2.255"
"koket","媚","basic","0","6","12","5","0.417","12","-0.871"
"kolegi","院","basic","0","4","9","6","0.667","9","-0.91"
"kolektiv","集","basic","0","0","12","8","0.667","12","1"
"kolizi","撞","basic","0","9","15","6","0.4","15","-0.923"
"kolomb","鸽","basic","0","22","11","6","0.545","11","-2.199"
"kolumn","栏","basic","0","2","9","6","0.667","9","-0.399"
"kombin","合","basic","0","19","6","6","1","6","-2.696"
"komedi","剧","basic","0","9","10","6","0.6","10","-1.483"
"kompetent","能","basic","0","8","10","9","0.9","10","-1.467"
"komplik","复","basic","0","9","9","7","0.778","9","-1.636"
"kompon","组","basic","0","18","8","6","0.75","8","-2.369"
"koncept","概","basic","0","7","13","7","0.538","13","-0.941"
"konfidenc","秘","basic","0","8","10","9","0.9","10","-1.467"
"konkurs","竞","basic","0","20","10","7","0.7","10","-2.255"
"konsekvenc","果","basic","0","11","8","10","1.25","8","-2.06"
"konstituci","宪","basic","0","13","9","10","1.111","9","-2.072"
"konsum","耗","basic","0","26","10","6","0.6","10","-2.476"
"kontant","现","basic","0","8","8","7","0.875","8","-1.66"
"koridor","廊","basic","0","3","11","7","0.636","11","-0.477"
"korv","鸦","basic","0","7","9","4","0.444","9","-1.313"
"kosm","宇","basic","0","21","6","4","0.667","6","-2.691"
"kostum","装","basic","0","14","12","6","0.5","12","-1.658"
